"pl_POL_wp_int" "2017-05-28 16:15:00" "Okładki tygodników - Opole i TVP wciąż rozpalają emocje " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/740560134--953905965/kurski-newsweek.jpg"" width=""308"" /> Afera wokół odwołania Festiwalu w Opolu i jej polityczne konsekwencje to najważniejszy temat dwóch tygodników - &" "34;Newsweeka&" "34; i &" "34;wSieci&" "34;. Natomiast..."
"pl_POL_wp_int" "2017-05-28 15:36:00" "Wspólnota islamska organizuje ""Marsz Pokoju"" w Manchesterze " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1550747180-322035332/manchester-zamach-w.jpg"" width=""308"" /> W niedzielę po południu rozpocznie się &" "34;Marsz Pokoju&" "34; organizowany przez wspólnotę islamską w Manchesterze. Organizatorzy przewidują, że do marszu..."
"pl_POL_wp_int" "2017-05-28 15:03:00" "Ks. Tymoteusz Szydło odprawił mszę prymicyjną. Premier: napawa dumą całą rodzinę" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1092669224--746430561/tymoteusz-szydlo.jpg"" width=""308"" /> Ks. Tymoteusz Szydło, syn premier Beaty Szydło, odprawił prymicyjną mszę św. w kościele Matki Bożej Częstochowskiej w rodzinnym Przecieszynie. W..."
"pl_POL_wp_int" "2017-05-28 14:50:00" "Ostrzał Krasnohoriwki na wschodzie Ukrainy. Osiem osób rannych" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/402047185-1150657757/ukraina.jpg"" width=""308"" /> O ostrzale poinformowało ukraińskie ministerstwo obrony. Wspierani przez Kreml rebelianci zaatakowali miasto znajdujące się na zachód od Doniecka...."
"pl_POL_wp_int" "2017-05-28 14:22:00" "Matka zostawiła noworodka w zamkniętym aucie! ""Moja mama jest na zakupach""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/111078488--960424964/dziecko.png"" width=""308"" /> Matka zostawiła kilkumiesięczną córkę w zamkniętym aucie na parkingu, a na jej kolanach położyła kartkę z wiadomością: &" "34;Moja mama jest na zakupach...."
"pl_POL_wp_int" "2017-05-28 14:16:00" "Najnowszy sondaż. Prawie połowa Polaków nie odczuła zmiany rządu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1515016585-1991083539/polacy-sondaz-cbos.jpg"" width=""308"" /> Polakom żyje się tak samo, jak za czasów koalicji PO-PSL. Tak wynika z najnowszego sondażu Instytutu Badań Pollster dla se.pl i NOWA TV."
"pl_POL_wp_int" "2017-05-28 13:37:00" "Dramatyczny apel matki chorej dziewczynki. Skradziono samochód, w którym były ortezy" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/385441063--1305391176/auto.jpg"" width=""308"" /> 12-latka cierpi na na chorobę genetyczną i nie jest w stanie samodzielnie chodzić. Kilka dni temu ktoś skradł samochód jej rodziców, w którym były..."
"pl_POL_wp_int" "2017-05-28 12:42:00" "Klub PiS w Strachocinie. Pielgrzymka do sanktuarium czy spotkanie wyjazdowe?" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/624843269-148876021/jaroslaw-kaczynski.jpg"" width=""308"" /> Parlamentarzyści PiS spotkali się ze swoim liderem Jarosławem Kaczyńskim w Strachocinie, w Domu Rekolekcyjnym przy Sanktuarium św. Andrzeja Boboli...."
"pl_POL_wp_int" "2017-05-28 12:26:00" "Ratownicy w trakcie parady najechali na wypadek. Przerwali strajk i od razu ruszyli z pomocą" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/707488963--1595284733/ratownik-medyczny.jpg"" width=""308"" /> Parada karetek jechała ulicami Olsztyna w ramach Mistrzostw Warmii i Mazur w Ratownictwie Medycznym. Traf chciał, że ratownicy przejeżdżali przez..."
"pl_POL_wp_int" "2017-05-28 11:56:00" "PiS chce ograniczyć dostęp do alkoholu. ""Należy promować abstynencję""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1845257377-299779219/alkohol.jpg"" width=""308"" /> Czołowi politycy PiS razem z biskupami spotkali się w Sejmie na konferencji &" "34;Ku trzeźwości narodu&" "34;. Przedstawiciele partii rządzącej, w tym..."
"pl_POL_wp_int" "2017-05-28 11:39:00" "Michał Dworczyk: Mateusz Kijowski okazał się drobnym geszefciarzem" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1820990828-1399438338/michal-dworczyk.jpg"" width=""308"" /> - Idea KOD była jasna od początku. Niechęć, wręcz nienawiść do Prawa i Sprawiedliwości. Kijowski okazał się drobnym geszefciarzem - stwierdził..."
"pl_POL_wp_int" "2017-05-28 10:52:00" "Chiny też są rozczarowane szczytem G7. To nie może skończyć się dobrze" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/11101076--1766036107/chiny.jpg"" width=""308"" /> Chiny wyraziły &" "34;głębokie niezadowolenie&" "34; tym, że przywódcy grupy G7 w ogóle zajęli się sporem o morskie obszary na Dalekim Wschodzie. W ten sposób..."
"pl_POL_wp_int" "2017-05-28 10:44:00" "Wypadek w okolicach Ostrowa Wielkopolskiego. Nie żyje jedna osoba" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/601017420-1677280743/wypadek-znak-drogowy.jpg"" width=""308"" /> Do tragedii doszło w miejscowości Tardalin. Kierowca nie zapanował nad samochodem i na zakręcie wypadł z drogi. Po wypadku zaczął uciekać, bo był..."
"pl_POL_wp_int" "2017-05-28 10:00:00" "Śmierć na Śnieżce. Turyści znaleźli nieprzytomną kobietę " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1589824200--655913761/sniezka.jpg"" width=""308"" /> Nieprzytomna kobieta leżała ok. 200 metrów od szczytu Śnieżki. Zauważyli ją turyści, którzy wezwali pomoc. Jednak ratownikom nie udało się uratować..."
"pl_POL_wp_int" "2017-05-28 09:53:00" "Senior przyłapany na gorącym uczynku w tramwaju. Chciał dopiec PiS" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1636638896-1213065240/wandale.jpg"" width=""308"" /> W jednym z wrocławskich tramwajów doszło do aktu wandalizmu w wykonaniu starszego pana. Mężczyzna zasłaniając ręką flamaster wypisał na oparciu..."
"pl_POL_wp_int" "2017-05-28 09:34:00" "Ignalin: 4-latek utonął w oczku wodnym" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1502896797--723574223/policja.jpg"" width=""308"" /> Tragedia w Ignalinie w woj. warmińsko-mazurskim. Czteroletni chłopczyk wymknął się z domu i wpadł do oczka wodnego. Dziecka nie udało się uratować."
"pl_POL_wp_int" "2017-05-28 08:58:00" "Tajemnicza śmierć zakochanych. Jedno ciało leżało na torach, drugie w mieszkaniu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1546393629--914467894/tory.jpg"" width=""308"" /> Nie żyje 32-letni mężczyzna oraz jego o rok starsza partnerka. Okoliczności ich śmierci nie są do końca jasne, możliwe, że mężczyzna najpierw zabił..."
"pl_POL_wp_int" "2017-05-28 08:46:00" "Islamiści zabili 19 cywilów. Trwa bitwa o Marawi" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1313498230--868708970/filipiny-mindanao-stan.JPG"" width=""308"" /> Od kilku dni trwają starcia filipińskiej armii z powiązanymi z ISIS bojownikami ugrupowania Abu Sajaf. Żołnierze znaleźli ciała 19 osób, w tym..."
"pl_POL_wp_int" "2017-05-28 08:37:00" "Stowarzyszenie prokuratorów Lex Super Omnia wybrało władze" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/766059369--1544744583/ziobro.jpg"" width=""308"" /> Stowarzyszenie prokuratorów, którego celem jest m.in. wspieranie niezależności śledczych, wybrało władze. Deklarują, że chcą współpracować z..."
"pl_POL_wp_int" "2017-05-28 06:37:00" "Strajk włoskich linii lotniczych. Odwołano ponad 200 lotów" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/226893570-280155976/alitalia-samolot.jpg"" width=""308"" /> Dwieście lotów Alitalii odwołano w niedzielę z powodu strajku pracowników tych włoskich linii. Powodem jest kryzys finansowy w objętej zarządem..."
"pl_POL_wp_int" "2017-05-28 05:14:00" "Trump zamierza się wycofać z porozumienia paryskiego" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/841807950-941554368/trump.jpg"" width=""308"" /> Prezydent USA Donald Trump powiadomił już najbardziej zaufanych pracowników, że zamierza wycofać się z podpisanego w grudniu 2015 r. w Paryżu..."
"pl_POL_wp_int" "2017-05-28 05:08:00" "Policja zatrzymała napastnika, który zadźgał nożem dwie osoby" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1711334468--1983769476/noz.jpg"" width=""308"" /> Policja zatrzymała mężczyznę, który ranił nożem w piątek 3 pasażerów pociągu w Portland - podały służby stanu Oregon. Stanęli w obronie dwóch..."
"pl_POL_wp_int" "2017-05-28 04:59:00" "Tragedia na służbie. Antyterrorysta zmarł podczas treningu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/363586529--1236101747/nurek-policja.jpg"" width=""308"" /> Do tragicznych zdarzeń doszło nad zalewem Zakrzówek w Krakowie - informuje Gazeta Krakowska. 
35-letni funkcjonariusz służb specjalnych zmarł..."
"pl_POL_wp_int" "2017-05-28 04:43:00" "Związane z Al-Kaidą ugrupowanie Ansar al-Szaria przestało istnieć" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/689007427--595849011/is-libia.jpg"" width=""308"" /> Powiązane z Al-Kaidą ugrupowanie islamistyczne Ansar al-Szaria podjęło decyzję o samorozwiązaniu - podano w specjalnym komunikacie. Waszyngton..."
"pl_POL_wp_int" "2017-05-28 03:17:00" "Po kolorze opakowania poznasz, czy żywność jest świeża" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/648670672--1753983963/platikowe-naczynia.jpg"" width=""308"" /> Opakowanie, którego barwa będzie się zmieniać pod wpływem starzenia się produktu? To nie fikcja. Łódzcy naukowcy pracują nad inteligentnymi,..."
"pl_POL_wp_int" "2017-05-28 02:38:00" "Pawłowicz: Żadnych „korytarzy humanitarnych”! To samobójstwo dla Polski" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/640157008-229523741/pawlowicz.jpg"" width=""308"" /> Humanitarne korytarze to samobójstwo dla Polski - tak twierdzi posłanka PiS Krystyna Pawłowicz. W dość emocjonalnym wpisie apeluje do premier Beaty..."
"pl_POL_wp_int" "2017-05-28 00:27:00" "Zmarł Gregg Allman założyciel zespołu The Allman Brothers Band" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1062540327--807164218/gregg-allman.jpg"" width=""308"" /> W wieku 69 lat zmarł Gregg Allman, założyciel i solista legendarnej grupy rockowej The Allman Brothers Band. &" "34;Muzyk pożegnał się z życiem w swym..."
"pl_POL_wp_int" "2017-05-28 00:01:00" "Sycylia: protestujący przeciwko szczytowi G7 starli się z policją" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/884787394--1780476977/sycylia-g7.jpg"" width=""308"" /> Około 100 osób protestujących przeciwko światowym przywódcom starło się  z policją w miejscowości Giardini Naxos na Sycylii, niedaleko Taorminy,..."
"pl_POL_wp_int" "2017-05-27 23:18:00" "Wandale zdewastowali grób Charles'a de Gaulle'a" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/2017883248--1128783384/nicea-francja-policja.jpg"" width=""308"" /> Wandale zdewastowali grób generała Charles&" "x27;a de Gaulle&" "x27;a w Colombey na wschodzie Francji. Według miejscowych władz incydent raczej nie miał podłoża..."
"pl_POL_wp_int" "2017-05-27 22:43:00" """Pozbyliśmy się Mateusza Kijowskiego"". Jan Hartman ostro o byłym szefie KOD" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1425850688--883914733/jan-hartman-polskie-radio.jpg"" width=""308"" /> Profesor Jan Hartman ostro skomentował tłumaczenia Mateusza Kijowskiego dotyczące wycofania się z kandydowania na szefa KOD. Oficjalnie powodem..."
"pl_POL_wp_int" "2017-05-30 20:46:00" "Macierewicz oskarża Tuska i Kopacz: dostali informację o sekcji zwłok i ją utajnili " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1032687278-1304553237/antoni-macierewicz.jpg"" width=""308"" /> Minister obrony narodowej przedstawił ciężkie oskarżenia wobec Donalda Tuska i Ewy Kopacz ws. katastrofy smoleńskiej. - We wrześniu 2010 r...."
"pl_POL_wp_int" "2017-05-30 20:35:00" "Zarzuty dla jednego z najbogatszych Polaków. Miał manipulować akcjami" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/502176052--1401914342/gielda.JPG"" width=""308"" /> Prokuratura Okręgowa w Warszawie postawiła we wtorek zarzuty znanemu inwestorowi giełdowemu. Dotyczą one karalnej manipulacji akcjami spółki Krezus..."
"pl_POL_wp_int" "2017-05-30 20:15:00" "Filipiny: islamiści przetrzymują 200 zakładników" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1554533280-2095188687/isis.jpg"" width=""308"" /> O takiej liczbie zakładników poinformowali sami islamiści. We wtorek opublikowali na stronie internetowej powiązanej z tzw. Państwem Islamskim..."
"pl_POL_wp_int" "2017-05-30 20:14:00" "Pływał w stawie z 6-letnią córką i nagle zniknął pod wodą. Trwa akcja poszukiwawcza" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/874425876--1790898642/staw.JPG"" width=""308"" /> Ojciec wraz córką chcieli wspólnie przepłynąć staw. W pewnym momencie oboje zaczęli tonąć. Dziecko uratowali postronni ludzie, ale mężczyzna..."
"pl_POL_wp_int" "2017-05-30 19:46:00" "Prezydent Andrzej Duda uklęknął przed pomnikiem Lecha Kaczyńskiego w Tbilisi" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/40518500--471008986/andrzej-duda.jpg"" width=""308"" /> Prezydent mówił w stolicy Gruzji, że Lech Kaczyński &" "34;potrafił w chwili wielkiej próby okazać nie tylko braterstwo, ale i polityczną mądrość&" "34;. Duda..."
"pl_POL_wp_int" "2017-05-30 19:40:00" "Kłopot ze śledztwem ws. wypadku premier Szydło. Prokuratorzy chcą przeniesienia sprawy" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/947329398-243702052/szydlo-wypadek.jpg"" width=""308"" /> Prokuratura Regionalna w Krakowie wystąpiła do PK, by poza okręg krakowski przenieść śledztwo w sprawie niedopełnienia obowiązków i przekroczenia..."
"pl_POL_wp_int" "2017-05-30 19:19:00" "Witold Waszczykowski: rozpatrujemy możliwość przyjmowania na leczenie osób z Syrii" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1383199016-1336701405/waszczykowski.jpg"" width=""308"" /> Taką deklarację po spotkaniu szefów MSZ oraz ośmiu państw nordyckich i bałtyckich złożył Witold Waszczykowski w Sopocie. Polska jest na początku..."
"pl_POL_wp_int" "2017-05-30 18:27:00" "Poruszające słowa córki gen. Potasińskiego. ""Nie chcę przeprosin. Chcę, by tata spoczął w spokoju""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1268080056--1730643444/wlodzimierz-potasinski.jpg"" width=""308"" /> Nie oczekuję od nikogo wyjaśnień ani przeprosin, jedyne co mnie interesuje, to móc wreszcie ostatecznie pochować tatę - mówi córka gen...."
"pl_POL_wp_int" "2017-05-30 18:20:00" "Kubica przeżyłby katastrofę w Smoleńsku. Tak poseł PiS udowadnia zamach" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/78595013--2092745670/jacek-swiat.jpg"" width=""308"" /> Jacek Świat, poseł PiS i wdowiec po ofierze smoleńskiej katastrofy Aleksandrze Natalli-Świat, podzielił się wyjątkowym uzasadnieniem tezy o zamachu..."
"pl_POL_wp_int" "2017-05-30 18:19:00" "Rafał Bochenek: zbieranie danych o cudzoziemcach wynika z przepisów" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1956295820-1243033987/rafal-bochenek.jpg"" width=""308"" /> Rzecznik rządu stwierdził na konferencji prasowej, że żądania posłów PO o wyjaśnienia ws. zbierania przez wojewodę zachodniopomorskiego informacji..."
"pl_POL_wp_int" "2017-05-30 18:09:00" "Ujawniono dokument: pomysł niemieckiego rządu może zagrozić Polsce?" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1731605836--2068270523/guenther-oettinger.jpg"" width=""308"" /> Niemiecki rząd szuka sposobów, by umożliwić Komisji Europejskiej decydowanie o zamrożeniu unijnych funduszy dla krajów, które nie przestrzegają..."
"pl_POL_wp_int" "2017-05-30 17:59:00" """Nigdy nie było mgły"". Reporter ""Wiadomości"" dziwi się pogodzie w Smoleńsku" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1201654529--236390137/jaroslaw-olechowski.jpg"" width=""308"" /> Jarosław Olechowski, reporter &" "34;Wiadomości&" "34; TVP postanowił podzielić się przemyśleniami na temat pogody w Smoleńsku, 10 kwietnia 2010 roku. Niemal..."
"pl_POL_wp_int" "2017-05-30 17:55:00" """Łowcy cieni"" szukają Ruzickiego" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/126028956--509022379/piotr-ruzicki.jpg"" width=""308"" /> &" "34;Łowcy cieni&" "34;, specjalny wydział Centralnego Biura Śledczego Policji, włączył się w poszukiwania Piotra Ruzickiego, mężczyzny, który w piątek..."
"pl_POL_wp_int" "2017-05-30 17:46:00" "Złodziej wszedł do monopolowego i powiedział, że chce być aresztowany" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/792321007-1237569925/sklep-nocny-alkohole.jpg"" width=""308"" /> Poszukiwany dwoma listami gończymi mężczyzna poprosił pracownika sklepu nocnego w Świnoujściu, by ten zadzwonił na policję i zgłosił, że klient..."
"pl_POL_wp_int" "2017-05-30 17:18:00" "Ostrzeżenia przed burzami z gradem dla 12 województw" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1417145203-2039466471/burza.jpg"" width=""308"" /> W ciągu najbliższych godzin nad prawie całym krajem mogą przechodzić burze z gradem - poinformowało Rządowe Centrum Bezpieczeństwa. Instytut..."
"pl_POL_wp_int" "2017-05-30 17:16:00" "Beata Mazurek: warto zastanowić się nad TS dla Tuska i Kopacz" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/829494149--427632929/mazurek.jpg"" width=""308"" /> Warto zastanowić się nad Trybunałem Stanu dla Donalda Tuska i Ewy Kopacz - mówiła rzecznik PiS Beata Mazurek w rozmowie z Adrianem Klarenbachem w..."
"pl_POL_wp_int" "2017-05-30 16:43:00" "Koszmar w gabinecie stomatologicznym. Dentystka usunęła pacjentce 22 zdrowe zęby" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/556112695--1337968468/lek-dentysta-strach.jpg"" width=""308"" /> W prywatnej klinice w Petersburgu wszczęto śledztwo przeciwko dentystce, która usunęła pacjentce 22 zdrowe zęby. Za swoje „usługi” lekarz..."
"pl_POL_wp_int" "2017-05-30 16:21:00" "Brak wody i skandalicznie ciasne klatki. Tak wieziono psy przez kilkaset km" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/328330225-2082207931/itd.jpg"" width=""308"" /> Inspektorzy ITD zatrzymali kierowcę, który przewoził w małej przyczepce cztery duże psy. Zwierzęta ścieśniono w małych, metalowych boksach i miały..."
"pl_POL_wp_int" "2017-05-30 16:07:00" "20 tys. złotych za 30 minut śpiewania. Znajomy ministra znów koncertuje za publiczne pieniądze" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/474926952--1230172140/szyszko.jpg"" width=""308"" /> Słynny śpiewak operowy Bogusław Morka znów na świeczniku. Po raz kolejny wystąpił na imprezie zorganizowanej przez współpracowników ministra Jana..."
"pl_POL_wp_int" "2017-05-30 16:03:00" """Polityczna nagonka i zemsta"". Schetyna oburzony decyzją prokuratury ws. Kopacz" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/740604808--677820718/grzegorz-schetyna.jpg"" width=""308"" /> Taki powód przesłuchania jest absurdalny, bo to nie Ewa Kopacz była odpowiedzialna za przeprowadzenie sekcji zwłok w Smoleńsku - mówi szef..."
"pl_POL_wp_int" "2017-05-30 15:58:00" "Policja ruszyła na ratunek rannemu bocianowi" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/980676804--714300407/bocian-policja.png"" width=""308"" /> Nietypowe zgłoszenie otrzymała węgorzewska policja w poniedziałek ok. godz. 10 rano. Kobieta przejeżdżająca trasą Radzieje-Węgorzewo poinformowała..."
"pl_POL_wp_int" "2017-05-30 15:57:00" "Internauci wytknęli politykowi PiS wypowiedź z 2010 roku ws. ekshumacji. Mamy jego odpowiedź" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1039246576-1608509355/sasin.jpg"" width=""308"" /> Po sieci rozchodzi się wypowiedź Jacka Sasina, który po katastrofie smoleńskiej informował Polaków, że otwarcie trumien i przeprowadzenie sekcji..."
"pl_POL_wp_int" "2017-05-30 15:48:00" "Paweł Rabiej kandydatem Nowoczesnej do komisji weryfikacyjnej" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1490050376-190435976/rabiej.jpg"" width=""308"" /> Kandydatem Nowoczesnej do komisji weryfikacyjnej ds reprywatyzacji w Warszawie będzie Paweł Rabiej, członek zarządu partii - poinformowała..."
"pl_POL_wp_int" "2017-05-30 15:45:00" "17-latek planował samobójczy zamach w Berlinie. Zatrzymano go" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1802118602--1548368260/polizei.jpg"" width=""308"" /> Niemiecka policja zatrzymała w miejscowości Uckermark w Brandenburgii 17-letniego Syryjczyka podejrzanego o planowanie samobójczego zamachu w..."
"pl_POL_wp_int" "2017-05-30 15:34:00" "Tylko w WP. Biełsat będzie mówił po rosyjsku - tak Polacy chcą walczyć z propagandą" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1297150489-334867927/bielsat-tv-bielsat.jpg"" width=""308"" /> Telewizja Biełsat zamierza otworzyć się na rosyjskojęzycznych odbiorców - dowiedziała się Wirtualna Polska. Finansowany przez TVP białoruski kanał..."
"pl_POL_wp_int" "2017-05-30 15:12:00" "Kobieta konała w rowie. Pijany kierowca uciekł" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/665599588--524316042/policja-tasma.jpeg"" width=""308"" /> Jest decyzja sądu ws. 42-letniego kierowcy, który pijany miał potrącić autem pieszą w Sobótce Nowej w Łódzkiem i uciec. - Ponieważ istniało ryzyko..."
"pl_POL_wp_int" "2017-05-30 15:08:00" "Polacy nie mają wątpliwości: trzeba wznowić śledztwo ws. śmierci Andrzeja Leppera " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/253059680-149442653/andrzej-lepper-marsz.jpg"" width=""308"" /> Wokół śmierci byłego przywódcy Samoobrony wciąż mnożą się pytania. Prokuratura powinna wznowić śledztwo w tej sprawie - tak uważa 92 proc...."
"pl_POL_wp_int" "2017-05-30 15:07:00" "Wzruszający list prezydenta na uroczystości pogrzebowe Zbigniewa Wodeckiego" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1695220806--1436997728/wodecki.jpg"" width=""308"" /> &" "34;Dziś żegnamy utalentowanego artystę, wirtuoza, a zarazem wspaniałego, szlachetnego człowieka, pełnego radości, uśmiechu, optymizmu. Takim Go..."
"pl_POL_wp_int" "2017-05-30 15:05:00" "Dzik uciął sobie drzemkę w piaskownicy. Nietypowa interwencja policji" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/745032509--1255705667/dzik-piaskownica.jpg"" width=""308"" /> Nietypowe zgłoszenie otrzymali policjanci z Dąbrowy Górniczej. We wtorek ok. godziny 6 rano wezwano ich do spacerującego po jednym z osiedli dzika...."
"pl_POL_wp_int" "2017-05-30 14:58:00" "Joanna Schmidt promuje program ""Aktywna Rodzina"". Internauci bez litości" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/313373283-1416115595/poslanki.JPG"" width=""308"" /> Posłanka Joanna Schmidt zaprasza do zainteresowania się propozycją Nowoczesnej. &" "34;Aktywna Rodzina&" "34; miałaby być alternatywą dla rządowego programu..."
"pl_POL_wp_int" "2017-05-30 14:49:00" "Jerzy Kryszak o swoim mocnym występie w Sopocie. ""Każdy może zostać zmanipulowany""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1005464642--1913852598/kryszak.jpg"" width=""308"" /> - Marionetki, marionetki podrygują bezrozumnie... - zaśpiewał podczas swojego występu na sopockim festiwalu Jerzy Kryszak. Słowa piosenki wzbudziły..."
"pl_POL_wp_int" "2017-05-30 14:48:00" "Ewa Kopacz wezwana do prokuratury ws. Smoleńska" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/285849182--842109654/ewa-kopacz.jpg"" width=""308"" /> Była minister zdrowia Ewa Kopacz została wezwana na przesłuchanie w charakterze świadka w śledztwie dotyczącym m.in. nieprzeprowadzenia sekcji..."
"pl_POL_wp_int" "2017-05-30 14:47:00" "Uratowano niemowlę, którym opiekowali się pijani rodzice" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/956260159--274644373/policja.jpg"" width=""308"" /> Policjanci z Gilowic uratowali dwumiesięcznego chłopczyka, który był pod opieką pijanych rodziców. Niemowlę było blade i zimne, praktycznie nie..."
"pl_POL_wp_int" "2017-05-30 14:42:00" "Pięciu obcokrajowców brutalnie pobiło 25-latka. Użyli również maczety?" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1243035959-2139714987/policja-jaslo-desperat.jpg"" width=""308"" /> Policja bada sprawę pobicia 25-latka w Częstochowie. Mężczyzna został zraniony przy pomocy ostrego narzędzia - prawdopodobnie maczety - przez grupę..."
"pl_POL_wp_int" "2017-05-30 14:34:00" "Ławrow odpowiada Macronowi: antyrosyjska kampania opanowała Europę" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1972818005--1454245440/lawrow.jpg"" width=""308"" /> Siergiej Ławrow, szef rosyjskiego MSZ twierdzi, że &" "34;antyrosyjska kampania&" "34; opanowała Europę. To odpowiedź na poniedziałkową konferencję prezydenta..."
"pl_POL_wp_int" "2017-05-30 13:58:00" "Po wynikach ekshumacji ofiar katastrofy smoleńskiej. Politycy PO mogą stanąć przed sądem?" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1051263608-2106101440/ewa-kopacz-donald-tusk.jpg"" width=""308"" /> Po ujawnieniu wyników kolejnych ekshumacji ofiar katastrofy smoleńskiej pojawiają się pytania o odpowiedzialność polityków za podejmowane wtedy..."
"pl_POL_wp_int" "2017-05-30 13:45:00" "MSWiA wycofuje się z kontrowersyjnego pomysłu. Kierowców BOR-u nie będą szkolić zewnętrzne firmy" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1707479145-1641528534/bor.jpg"" width=""308"" /> Kierowcy Biura Ochrony Rządu nie będą szkoleni - przynajmniej na razie - przez zewnętrzne firmy. Po spotkaniu wiceszefa MSWiA Jarosława..."
"pl_POL_wp_int" "2017-05-30 13:41:00" "Tragiczny finał poszukiwań 17-nastolatki, która wpadła do jeziora" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1772563374-674487457/policja.jpg"" width=""308"" /> Nurkowie odnaleźli ciało 17-latki, która wpadła do jeziora Cedynia w miejscowości Żeliszewo niedaleko Choszczna. W poniedziałek wieczorem łódka,..."
